{'device_time_stamp': 463874918, 'system_time_stamp': 7739612578, 'left_gaze_point_on_display_area': (nan, nan), 'left_gaze_point_in_user_coordinate_system': (nan, nan, nan), 'left_gaze_point_validity': 0, 'left_pupil_diameter': nan, 'left_pupil_validity': 0, 'left_gaze_origin_in_user_coordinate_system': (nan, nan, nan), 'left_gaze_origin_in_trackbox_coordinate_system': (nan, nan, nan), 'left_gaze_origin_validity': 0, 'right_gaze_point_on_display_area': (nan, nan), 'right_gaze_point_in_user_coordinate_system': (nan, nan, nan), 'right_gaze_point_validity': 0, 'right_pupil_diameter': nan, 'right_pupil_validity': 0, 'right_gaze_origin_in_user_coordinate_system': (nan, nan, nan), 'right_gaze_origin_in_trackbox_coordinate_system': (nan, nan, nan), 'right_gaze_origin_validity': 0}
{'device_time_stamp': 464050055, 'system_time_stamp': 7739787718, 'left_gaze_point_on_display_area': (0.5751028656959534, 1.0596287250518799), 'left_gaze_point_in_user_coordinate_system': (48.424766540527344, -10.824358940124512, -14.581517219543457), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 4.069183349609375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.6835269927978516, 87.06808471679688, 539.7005615234375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5130970478057861, 0.2731541395187378, 0.228892982006073), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.5632524490356445, 1.0285236835479736), 'right_gaze_point_in_user_coordinate_system': (41.30249786376953, -0.9428354501724243, -10.984905242919922), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 4.3561553955078125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.98863983154297, 84.91166687011719, 535.28759765625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3483737111091614, 0.27622079849243164, 0.22568558156490326), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464058388, 'system_time_stamp': 7739796051, 'left_gaze_point_on_display_area': (0.5753312110900879, 1.0644277334213257), 'left_gaze_point_in_user_coordinate_system': (48.562042236328125, -12.348954200744629, -15.136397361755371), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 4.0614013671875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.70037841796875, 87.178466796875, 539.69970703125), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5131418108940125, 0.27287718653678894, 0.22893358767032623), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.5622435212135315, 1.042242407798767), 'right_gaze_point_in_user_coordinate_system': (40.696136474609375, -5.3010640144348145, -12.571195602416992), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 4.340850830078125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (60.00056457519531, 85.03372192382812, 535.4583129882812), 'right_gaze_origin_in_trackbox_coordinate_system': (0.34840133786201477, 0.2759894132614136, 0.22609743475914001), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464066722, 'system_time_stamp': 7739804385, 'left_gaze_point_on_display_area': (0.574597954750061, 1.06035315990448), 'left_gaze_point_in_user_coordinate_system': (48.1213493347168, -11.054533004760742, -14.665271759033203), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 4.0464324951171875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.707756996154785, 87.24687957763672, 539.7156372070312), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5131611824035645, 0.2727128863334656, 0.2289939522743225), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.5616933703422546, 1.0306590795516968), 'right_gaze_point_in_user_coordinate_system': (40.365478515625, -1.6212306022644043, -11.23184871673584), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 4.328125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.99628448486328, 85.11557006835938, 535.4971313476562), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3484264016151428, 0.2758009135723114, 0.226209819316864), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464075056, 'system_time_stamp': 7739812719, 'left_gaze_point_on_display_area': (0.5733561515808105, 1.0589619874954224), 'left_gaze_point_in_user_coordinate_system': (47.37500762939453, -10.612548828125, -14.504437446594238), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 4.029541015625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.7081947326660156, 87.35508728027344, 539.7802734375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5131621956825256, 0.2724706530570984, 0.22917374968528748), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.5655517578125, 1.046127200126648), 'right_gaze_point_in_user_coordinate_system': (42.684417724609375, -6.535183906555176, -13.02034854888916), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 4.310546875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.97071075439453, 85.20454406738281, 535.479248046875), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3484877943992615, 0.27556946873664856, 0.226199209690094), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464083388, 'system_time_stamp': 7739821051, 'left_gaze_point_on_display_area': (0.5749439597129822, 1.0664855241775513), 'left_gaze_point_in_user_coordinate_system': (48.32927703857422, -13.00265121459961, -15.374335289001465), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 4.0195770263671875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.7253098487854004, 87.46224212646484, 539.8768310546875), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5132051706314087, 0.27224546670913696, 0.22942160069942474), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.567247211933136, 1.0364829301834106), 'right_gaze_point_in_user_coordinate_system': (43.70343780517578, -3.471358060836792, -11.905237197875977), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 4.2988739013671875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.96104431152344, 85.301513671875, 535.6268310546875), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3485630452632904, 0.2753913402557373, 0.22654737532138824), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464091722, 'system_time_stamp': 7739829385, 'left_gaze_point_on_display_area': (0.5769451260566711, 1.070635437965393), 'left_gaze_point_in_user_coordinate_system': (49.532012939453125, -14.321023941040039, -15.854218482971191), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.986297607421875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.727470874786377, 87.56242370605469, 539.84375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5132128000259399, 0.27197960019111633, 0.22938935458660126), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.5677186250686646, 1.0477309226989746), 'right_gaze_point_in_user_coordinate_system': (43.98675537109375, -7.044654369354248, -13.205801963806152), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 4.279266357421875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.94588088989258, 85.40090942382812, 535.6102905273438), 'right_gaze_origin_in_trackbox_coordinate_system': (0.34859809279441833, 0.27513423562049866, 0.226546049118042), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464100056, 'system_time_stamp': 7739837718, 'left_gaze_point_on_display_area': (0.573593020439148, 1.066540002822876), 'left_gaze_point_in_user_coordinate_system': (47.51731872558594, -13.019986152648926, -15.380646705627441), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.9789886474609375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.728482246398926, 87.62309265136719, 539.8599853515625), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5132157802581787, 0.2718349099159241, 0.22944746911525726), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.5695801973342896, 1.0381077527999878), 'right_gaze_point_in_user_coordinate_system': (45.10557174682617, -3.9875338077545166, -12.093074798583984), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 4.2452545166015625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.93724822998047, 85.46855163574219, 535.6463623046875), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3486332893371582, 0.2749803364276886, 0.22664622962474823), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464108388, 'system_time_stamp': 7739846049, 'left_gaze_point_on_display_area': (0.5709373950958252, 1.0555511713027954), 'left_gaze_point_in_user_coordinate_system': (45.92125701904297, -9.529030799865723, -14.110032081604004), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.9778900146484375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.7315902709960938, 87.67910766601562, 540.0211791992188), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5132206082344055, 0.27176693081855774, 0.229813814163208), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.5672377943992615, 1.0336227416992188), 'right_gaze_point_in_user_coordinate_system': (43.69776153564453, -2.562729597091675, -11.57455062866211), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 4.21881103515625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.95436096191406, 85.51841735839844, 535.7923583984375), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3486382067203522, 0.27491989731788635, 0.2269797921180725), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464116728, 'system_time_stamp': 7739854388, 'left_gaze_point_on_display_area': (0.5740002989768982, 1.051782488822937), 'left_gaze_point_in_user_coordinate_system': (47.76211929321289, -8.331743240356445, -13.674270629882812), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.960052490234375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.739849090576172, 87.69264221191406, 539.98876953125), 'left_gaze_origin_in_trackbox_coordinate_system': (0.513242781162262, 0.2717185318470001, 0.229749858379364), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.5671119093894958, 1.035297155380249), 'right_gaze_point_in_user_coordinate_system': (43.622093200683594, -3.0946784019470215, -11.768152236938477), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 4.201171875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.948097229003906, 85.54179382324219, 535.7915649414062), 'right_gaze_origin_in_trackbox_coordinate_system': (0.34865447878837585, 0.27486082911491394, 0.226985365152359), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464125061, 'system_time_stamp': 7739862720, 'left_gaze_point_on_display_area': (0.5724734663963318, 1.0478018522262573), 'left_gaze_point_in_user_coordinate_system': (46.84449768066406, -7.067203044891357, -13.214035987854004), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.930450439453125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.7422749996185303, 87.7110824584961, 540.020263671875), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5132485032081604, 0.27168646454811096, 0.22982430458068848), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.5654104948043823, 1.0382440090179443), 'right_gaze_point_in_user_coordinate_system': (42.59952163696289, -4.030818939208984, -12.10890007019043), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 4.1819305419921875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.95674514770508, 85.58683776855469, 535.9351806640625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3486802875995636, 0.27481144666671753, 0.22731004655361176), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464133394, 'system_time_stamp': 7739871053, 'left_gaze_point_on_display_area': (0.571873664855957, 1.0560914278030396), 'left_gaze_point_in_user_coordinate_system': (46.483978271484375, -9.700643539428711, -14.172478675842285), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.89801025390625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.744689702987671, 87.74552154541016, 540.0855102539062), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5132535696029663, 0.27162954211235046, 0.22997727990150452), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.5675191879272461, 1.0390419960021973), 'right_gaze_point_in_user_coordinate_system': (43.86687469482422, -4.284344673156738, -12.20112419128418), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 4.155853271484375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.93702697753906, 85.60420227050781, 535.9541015625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3487376570701599, 0.2747763991355896, 0.22735224664211273), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464141728, 'system_time_stamp': 7739879386, 'left_gaze_point_on_display_area': (0.572784423828125, 1.0500247478485107), 'left_gaze_point_in_user_coordinate_system': (47.03136444091797, -7.7733845710754395, -13.471035957336426), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.8960418701171875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.753328323364258, 87.73234558105469, 540.116943359375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5132747292518616, 0.2716766893863678, 0.23003950715065002), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.5680292844772339, 1.0428333282470703), 'right_gaze_point_in_user_coordinate_system': (44.173458099365234, -5.488781452178955, -12.639493942260742), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 4.1174468994140625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.92705535888672, 85.60215759277344, 536.0054931640625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3487803339958191, 0.2748044431209564, 0.22745852172374725), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464150061, 'system_time_stamp': 7739887722, 'left_gaze_point_on_display_area': (0.5714349746704102, 1.0496326684951782), 'left_gaze_point_in_user_coordinate_system': (46.220340728759766, -7.648800373077393, -13.425671577453613), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.873565673828125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.7669878005981445, 87.72732543945312, 540.3109741210938), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5133050680160522, 0.271776407957077, 0.23045295476913452), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.5679911375045776, 1.0382660627365112), 'right_gaze_point_in_user_coordinate_system': (44.15053939819336, -4.037820816040039, -12.111451148986816), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 4.1020660400390625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.92649841308594, 85.58558654785156, 536.1241455078125), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3488207161426544, 0.2748987376689911, 0.22770465910434723), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464158394, 'system_time_stamp': 7739896059, 'left_gaze_point_on_display_area': (0.5743951797485352, 1.0640623569488525), 'left_gaze_point_in_user_coordinate_system': (47.99943542480469, -12.232888221740723, -15.09421443939209), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.8505859375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.7798032760620117, 87.70631408691406, 540.3760986328125), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5133360624313354, 0.2718583345413208, 0.23058445751667023), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.5713502168655396, 1.0388586521148682), 'right_gaze_point_in_user_coordinate_system': (46.16941452026367, -4.226081848144531, -12.179972648620605), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 4.0882110595703125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.875728607177734, 85.50212097167969, 535.8714599609375), 'right_gaze_origin_in_trackbox_coordinate_system': (0.34886685013771057, 0.27499642968177795, 0.22712349891662598), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464166728, 'system_time_stamp': 7739904397, 'left_gaze_point_on_display_area': (0.5721654891967773, 1.0555232763290405), 'left_gaze_point_in_user_coordinate_system': (46.659393310546875, -9.52014446258545, -14.10685920715332), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.832000732421875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.786895751953125, 87.66968536376953, 540.4727783203125), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5133514404296875, 0.2719934284687042, 0.23077738285064697), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.570522129535675, 1.0504130125045776), 'right_gaze_point_in_user_coordinate_system': (45.67168426513672, -7.8967366218566895, -13.51589298248291), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 4.059478759765625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.866546630859375, 85.44880676269531, 535.8519897460938), 'right_gaze_origin_in_trackbox_coordinate_system': (0.34888333082199097, 0.2751217484474182, 0.22705979645252228), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464175061, 'system_time_stamp': 7739912734, 'left_gaze_point_on_display_area': (0.5707559585571289, 1.0461519956588745), 'left_gaze_point_in_user_coordinate_system': (45.81222152709961, -6.54305362701416, -13.023233413696289), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.807586669921875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.8358325958251953, 87.71810913085938, 540.7799072265625), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5134698748588562, 0.2720101475715637, 0.2314538061618805), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.5736619234085083, 1.0262329578399658), 'right_gaze_point_in_user_coordinate_system': (47.558753967285156, -0.21511419117450714, -10.720071792602539), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 4.020172119140625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.804290771484375, 85.44469451904297, 535.6998291015625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.34899356961250305, 0.2750648856163025, 0.22671987116336823), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464183394, 'system_time_stamp': 7739921071, 'left_gaze_point_on_display_area': (0.5474438667297363, 0.9304520487785339), 'left_gaze_point_in_user_coordinate_system': (31.801301956176758, 30.212818145751953, 0.3547971546649933), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.787445068359375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.8069498538970947, 87.86410522460938, 540.5208740234375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.513404130935669, 0.2715284526348114, 0.23095516860485077), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.5597376227378845, 0.9402191042900085), 'right_gaze_point_in_user_coordinate_system': (39.19002914428711, 27.110031127929688, -0.7745576500892639), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 4.0314483642578125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.79473876953125, 85.82560729980469, 536.5723876953125), 'right_gaze_origin_in_trackbox_coordinate_system': (0.34931129217147827, 0.2744964063167572, 0.228718101978302), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464191728, 'system_time_stamp': 7739929410, 'left_gaze_point_on_display_area': (0.542681097984314, 0.7751159071922302), 'left_gaze_point_in_user_coordinate_system': (28.938812255859375, 79.56047821044922, 18.315845489501953), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.75238037109375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.7957234382629395, 88.28067779541016, 541.1370239257812), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5133659243583679, 0.2707633376121521, 0.23243381083011627), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.5613734126091003, 0.8224980235099792), 'right_gaze_point_in_user_coordinate_system': (40.17319107055664, 64.50800323486328, 12.837225914001465), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 4.0187835693359375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.62940216064453, 86.14970397949219, 536.4686889648438), 'right_gaze_origin_in_trackbox_coordinate_system': (0.34970757365226746, 0.27363815903663635, 0.22858130931854248), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464200061, 'system_time_stamp': 7739937742, 'left_gaze_point_on_display_area': (0.5409844517707825, 0.6909147500991821), 'left_gaze_point_in_user_coordinate_system': (27.91910743713379, 106.30973815917969, 28.05179214477539), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.6254425048828125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.7036828994750977, 88.65736389160156, 541.202880859375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5131338238716125, 0.26985082030296326, 0.232718825340271), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.5719912648200989, 0.7263398766517639), 'right_gaze_point_in_user_coordinate_system': (46.55466842651367, 95.05579376220703, 23.955690383911133), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.8909149169921875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.455162048339844, 86.41654968261719, 536.1627197265625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3500598967075348, 0.2728326618671417, 0.22799085080623627), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464208395, 'system_time_stamp': 7739946076, 'left_gaze_point_on_display_area': (0.5518317818641663, 0.6557441353797913), 'left_gaze_point_in_user_coordinate_system': (34.438514709472656, 117.48284149169922, 32.11847686767578), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.5464630126953125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.668729782104492, 88.97615051269531, 541.5115966796875), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5130414366722107, 0.26919353008270264, 0.2335023283958435), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.5709945559501648, 0.6701432466506958), 'right_gaze_point_in_user_coordinate_system': (45.95561218261719, 112.9084701538086, 30.453575134277344), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.731048583984375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.48320770263672, 86.64724731445312, 536.3724365234375), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3500596582889557, 0.27234750986099243, 0.22853128612041473), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464216728, 'system_time_stamp': 7739954408, 'left_gaze_point_on_display_area': (0.5486955046653748, 0.6377126574516296), 'left_gaze_point_in_user_coordinate_system': (32.553558349609375, 123.21112060546875, 34.20341873168945), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.5176849365234375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.627847194671631, 89.1401138305664, 541.349365234375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5129427909851074, 0.2687101364135742, 0.23321838676929474), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.6432349681854248, 0.6420640349388123), 'right_gaze_point_in_user_coordinate_system': (89.37324523925781, 121.82877349853516, 33.70030975341797), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.2064971923828125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.42919158935547, 86.80985260009766, 536.4967041015625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3502417802810669, 0.27199554443359375, 0.22884507477283478), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464225061, 'system_time_stamp': 7739962741, 'left_gaze_point_on_display_area': (0.5468190312385559, 0.6090851426124573), 'left_gaze_point_in_user_coordinate_system': (31.425779342651367, 132.30560302734375, 37.513545989990234), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.569183349609375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.645453929901123, 89.16616821289062, 541.2674560546875), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5129899978637695, 0.2686079740524292, 0.23305359482765198), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.6138807535171509, 0.632495641708374), 'right_gaze_point_in_user_coordinate_system': (71.73090362548828, 124.86847686767578, 34.806663513183594), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.45721435546875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.462921142578125, 86.84159851074219, 536.243408203125), 'right_gaze_origin_in_trackbox_coordinate_system': (0.35007244348526, 0.2718018591403961, 0.22832615673542023), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 464233403, 'system_time_stamp': 7739971082, 'left_gaze_point_on_display_area': (0.5437958836555481, 0.5932682752609253), 'left_gaze_point_in_user_coordinate_system': (29.608793258666992, 137.33035278320312, 39.342411041259766), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.5971527099609375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-3.711643934249878, 89.26869201660156, 541.4942016601562), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5131552219390869, 0.26845499873161316, 0.23357942700386047), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.5741601586341858, 0.6104704141616821), 'right_gaze_point_in_user_coordinate_system': (47.858219146728516, 131.86550903320312, 37.35338592529297), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.796661376953125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (59.50678253173828, 86.93977355957031, 536.5286254882812), 'right_gaze_origin_in_trackbox_coordinate_system': (0.3500543534755707, 0.2716835141181946, 0.22898055613040924), 'right_gaze_origin_validity': 1}
