Timestamp,Name,Timing
3.7119464000002154,電車.wav,Start
9.830123000000185,電車.wav,End
14.832582500000626,電車.wav,Start
3.5562967000000754,電車.wav,Start
9.677736300000106,電車.wav,End
14.679388000000472,電車.wav,Start
20.787307100000362,電車.wav,End
40.79892790000031,0280_2.wav,Start
46.90680530000054,0280_2.wav,End
51.90823660000024,0280_2.wav,Start
58.01643550000017,0280_2.wav,End
78.02797099999998,水の滴りと鳥2.wav,Start
84.13440060000039,水の滴りと鳥2.wav,End
89.13778110000021,水の滴りと鳥2.wav,Start
95.24507810000023,水の滴りと鳥2.wav,End
